line_id,from,to,subsea,exclude,Capacity_GW,model_start_year,model_first_expansion_year,build_rate,cost
TRNIDNNUTLSXX,IDNNU,TLSXX,FALSE,FALSE,0,2030,2030,0,1087
TRNIDNPPPNGXX,IDNPP,PNGXX,FALSE,FALSE,0,2030,2030,0,1047
TRNINDEAINDNE,INDEA,INDNE,FALSE,FALSE,2.86,2020,2030,0,815
TRNINDEAINDNO,INDEA,INDNO,FALSE,FALSE,22.53,2020,2030,0,1159
TRNINDEAINDSO,INDEA,INDSO,FALSE,FALSE,7.83,2020,2030,0,1273
TRNINDEAINDWE,INDEA,INDWE,FALSE,FALSE,21.19,2020,2030,0,1316
TRNINDEANPLXX,INDEA,NPLXX,FALSE,FALSE,0.8,2020,2030,0,869
TRNINDNEMMRXX,INDNE,MMRXX,FALSE,FALSE,0.003,2020,2030,0,1086
TRNINDNOINDWE,INDNO,INDWE,FALSE,FALSE,36.72,2020,2030,0,1091
TRNINDNONPLXX,INDNO,NPLXX,FALSE,FALSE,0.07,2020,2030,0,936
TRNINDNOPAKXX,INDNO,PAKXX,FALSE,FALSE,0,2030,2030,0,1068
TRNINDSOINDWE,INDSO,INDWE,FALSE,FALSE,18.12,2020,2030,0,956
TRNINDSOLKAXX,INDSO,LKAXX,TRUE,FALSE,0,2030,2030,0,993
TRNINDWEOMNXX,INDWE,OMNXX,TRUE,FALSE,0,2030,2030,0,1481
TRNINDWEPAKXX,INDWE,PAKXX,FALSE,FALSE,0,2030,2030,0,973
TRNIRNXXIRQXX,IRNXX,IRQXX,FALSE,FALSE,1.5,2020,2030,0,889
TRNIRNXXOMNXX,IRNXX,OMNXX,TRUE,FALSE,0,2030,2030,0,1451
TRNIRNXXPAKXX,IRNXX,PAKXX,FALSE,FALSE,0.07,2020,2030,0,1433
TRNIRNXXTKMXX,IRNXX,TKMXX,FALSE,FALSE,0.38,2020,2030,0,879
TRNIRNXXTURXX,IRNXX,TURXX,FALSE,FALSE,0.49,2020,2030,0,1485
TRNIRQXXJORXX,IRQXX,JORXX,FALSE,FALSE,0,2030,2030,0,938
TRNIRQXXKWTXX,IRQXX,KWTXX,FALSE,FALSE,0,2030,2030,0,828
TRNIRQXXSAUXX,IRQXX,SAUXX,FALSE,FALSE,0,2030,2030,0,1021
TRNIRQXXSYRXX,IRQXX,SYRXX,FALSE,FALSE,0.3,2020,2030,0,914
TRNIRQXXTURXX,IRQXX,TURXX,FALSE,FALSE,0.4,2020,2030,0,1295
TRNISRXXJORXX,ISRXX,JORXX,FALSE,FALSE,0.02,2020,2030,0,354
TRNISRXXLBNXX,ISRXX,LBNXX,FALSE,FALSE,0,2030,2030,0,509
TRNISRXXSYRXX,ISRXX,SYRXX,FALSE,FALSE,0,2030,2030,0,510
TRNITAXXMLTXX,ITAXX,MLTXX,FALSE,FALSE,0.2,2020,2030,0,887
TRNITAXXMNEXX,ITAXX,MNEXX,TRUE,FALSE,0.6,2020,2030,0,905
TRNITAXXSVNXX,ITAXX,SVNXX,FALSE,FALSE,0.66,2020,2030,0,798
TRNITAXXTUNXX,ITAXX,TUNXX,TRUE,FALSE,0,2030,2030,0,926
TRNJORXXSAUXX,JORXX,SAUXX,FALSE,FALSE,0,2030,2030,0,1172
TRNJORXXSYRXX,JORXX,SYRXX,FALSE,FALSE,0.3,2020,2030,0,456
TRNJPNXXKORXX,JPNXX,KORXX,TRUE,FALSE,0,2030,2030,0,1244
TRNJPNXXRUSFE,JPNXX,RUSFE,TRUE,FALSE,0,2030,2030,0,1193
TRNKAZXXKGZXX,KAZXX,KGZXX,FALSE,FALSE,2.54,2020,2030,0,477
TRNKAZXXRUSCE,KAZXX,RUSCE,FALSE,FALSE,0,2030,2030,0,1958
TRNKAZXXRUSMV,KAZXX,RUSMV,FALSE,FALSE,0.01,2020,2030,0,1653
TRNKAZXXRUSSI,KAZXX,RUSSI,FALSE,FALSE,0.05,2020,2030,0,1192
TRNKAZXXRUSSO,KAZXX,RUSSO,FALSE,FALSE,0.01,2020,2030,0,1876
TRNKAZXXRUSUR,KAZXX,RUSUR,FALSE,FALSE,0.28,2020,2030,0,1422
TRNKAZXXTKMXX,KAZXX,TKMXX,FALSE,FALSE,0,2030,2030,0,1321
TRNKAZXXUZBXX,KAZXX,UZBXX,FALSE,FALSE,1,2020,2030,0,875
TRNKENXXSOMXX,KENXX,SOMXX,FALSE,FALSE,0,2030,2030,0,1032
TRNKENXXTZAXX,KENXX,TZAXX,FALSE,FALSE,0,2030,2030,0,880
TRNKENXXUGAXX,KENXX,UGAXX,FALSE,FALSE,0.145,2020,2030,0,804
TRNKGZXXTJKXX,KGZXX,TJKXX,FALSE,FALSE,0,2030,2030,0,886
TRNKGZXXUZBXX,KGZXX,UZBXX,FALSE,FALSE,1,2020,2030,0,791
TRNKHMXXLAOXX,KHMXX,LAOXX,FALSE,FALSE,2.6,2020,2030,0,916
TRNKORXXPRKXX,KORXX,PRKXX,FALSE,FALSE,0,2030,2030,0,484
TRNKOSXXMKDXX,KOSXX,MKDXX,FALSE,TRUE,0.63,2020,2030,0,303
TRNKOSXXMNEXX,KOSXX,MNEXX,FALSE,TRUE,0.553,2020,2030,0,427
TRNKOSXXSRBXX,KOSXX,SRBXX,FALSE,TRUE,0.709,2020,2030,0,561
TRNKWTXXSAUXX,KWTXX,SAUXX,FALSE,FALSE,1.2,2020,2030,0,821
TRNLAOXXMMRXX,LAOXX,MMRXX,FALSE,FALSE,0,2030,2030,0,890
TRNLBNXXSYRXX,LBNXX,SYRXX,FALSE,FALSE,0.5,2020,2030,0,313
TRNLBRXXSLEXX,LBRXX,SLEXX,FALSE,FALSE,0.406,2020,2030,0,736
TRNLBYXXMLTXX,LBYXX,MLTXX,TRUE,FALSE,0,2030,2030,0,786
TRNLBYXXNERXX,LBYXX,NERXX,FALSE,FALSE,0,2030,2030,0,1659
TRNLBYXXSDNXX,LBYXX,SDNXX,FALSE,FALSE,0,2030,2030,0,1800
TRNLBYXXTCDXX,LBYXX,TCDXX,FALSE,FALSE,0,2030,2030,0,1610
TRNLBYXXTUNXX,LBYXX,TUNXX,FALSE,FALSE,0.3,2020,2030,0,809
TRNLSOXXZAFXX,LSOXX,ZAFXX,FALSE,FALSE,0.23,2020,2030,0,719
TRNLTUXXLVAXX,LTUXX,LVAXX,FALSE,FALSE,0.95,2020,2030,0,585
TRNLTUXXPOLXX,LTUXX,POLXX,FALSE,FALSE,0,2030,2030,0,755
TRNLTUXXRUSNW,LTUXX,RUSNW,FALSE,FALSE,0,2030,2030,0,873
TRNLTUXXSWEXX,LTUXX,SWEXX,TRUE,FALSE,0.7,2020,2030,0,970
TRNLVAXXRUSNW,LVAXX,RUSNW,FALSE,FALSE,0,2030,2030,0,799
TRNLVAXXSWEXX,LVAXX,SWEXX,TRUE,FALSE,0,2030,2030,0,835
TRNMARXXPRTXX,MARXX,PRTXX,TRUE,FALSE,0,2030,2030,0,923
TRNMDAXXROUXX,MDAXX,ROUXX,FALSE,FALSE,1.21,2020,2030,0,731
TRNMDAXXUKRXX,MDAXX,UKRXX,FALSE,FALSE,0.984,2020,2030,0,759
TRNMEXXXUSATE,MEXXX,USATE,FALSE,FALSE,0.94,2020,2030,0,1249
TRNMEXXXUSAWE,MEXXX,USAWE,FALSE,FALSE,0,2030,2030,0,1694
TRNMKDXXSRBXX,MKDXX,SRBXX,FALSE,FALSE,0.54,2020,2030,0,679
TRNMLIXXMRTXX,MLIXX,MRTXX,FALSE,FALSE,0,2030,2030,0,1046
TRNMLIXXNERXX,MLIXX,NERXX,FALSE,FALSE,0,2030,2030,0,1069
TRNMLIXXSENXX,MLIXX,SENXX,FALSE,FALSE,0.25,2020,2030,0,1045
TRNMLTXXTUNXX,MLTXX,TUNXX,TRUE,FALSE,0,2030,2030,0,812
TRNMNEXXSRBXX,MNEXX,SRBXX,FALSE,FALSE,0.58,2020,2030,0,614
TRNMNGXXRUSSI,MNGXX,RUSSI,FALSE,FALSE,0.345,2020,2030,0,1392
TRNMOZXXMWIXX,MOZXX,MWIXX,FALSE,FALSE,0,2030,2030,0,1175
TRNMOZXXSWZXX,MOZXX,SWZXX,FALSE,FALSE,1.45,2020,2030,0,390
TRNMOZXXTZAXX,MOZXX,TZAXX,FALSE,FALSE,0,2030,2030,0,1578
TRNMOZXXZAFXX,MOZXX,ZAFXX,FALSE,FALSE,2,2020,2030,0,782
TRNMOZXXZMBXX,MOZXX,ZMBXX,FALSE,FALSE,0,2030,2030,0,1138
TRNMOZXXZWEXX,MOZXX,ZWEXX,FALSE,FALSE,0.5,2020,2030,0,988
TRNMRTXXSENXX,MRTXX,SENXX,FALSE,FALSE,0,2030,2030,0,762
TRNMWIXXTZAXX,MWIXX,TZAXX,FALSE,FALSE,0,2030,2030,0,1024
TRNMWIXXZMBXX,MWIXX,ZMBXX,FALSE,FALSE,0,2030,2030,0,853
TRNNAMXXZAFXX,NAMXX,ZAFXX,FALSE,FALSE,0.35,2020,2030,0,1105
TRNNAMXXZMBXX,NAMXX,ZMBXX,FALSE,FALSE,0.3,2020,2030,0,1211
TRNNERXXNGAXX,NERXX,NGAXX,FALSE,FALSE,0.08,2020,2030,0,935
TRNNERXXTCDXX,NERXX,TCDXX,FALSE,FALSE,0,2030,2030,0,1207
TRNNGAXXTCDXX,NGAXX,TCDXX,FALSE,FALSE,0,2030,2030,0,1214
TRNNGAXXTGOXX,NGAXX,TGOXX,FALSE,FALSE,0,2030,2030,0,554
TRNNLDXXNORXX,NLDXX,NORXX,TRUE,FALSE,0.7,2020,2030,0,1106
TRNNORXXRUSNW,NORXX,RUSNW,FALSE,FALSE,0,2030,2030,0,1063
TRNNORXXSWEXX,NORXX,SWEXX,FALSE,FALSE,3.695,2020,2030,0,766
TRNOMNXXPAKXX,OMNXX,PAKXX,TRUE,FALSE,0,2030,2030,0,1079
TRNOMNXXSAUXX,OMNXX,SAUXX,FALSE,FALSE,0.4,2020,2030,0,1118
TRNOMNXXYEMXX,OMNXX,YEMXX,FALSE,FALSE,0,2030,2030,0,1364
TRNPOLXXSVKXX,POLXX,SVKXX,FALSE,FALSE,1.98,2020,2030,0,817
TRNPOLXXSWEXX,POLXX,SWEXX,TRUE,FALSE,0.6,2020,2030,0,1047
TRNPOLXXUKRXX,POLXX,UKRXX,FALSE,FALSE,1.215,2020,2030,0,887
TRNPRKXXRUSFE,PRKXX,RUSFE,FALSE,FALSE,0,2030,2030,0,887
TRNQATXXSAUXX,QATXX,SAUXX,FALSE,FALSE,0.75,2020,2030,0,799
TRNROUXXSRBXX,ROUXX,SRBXX,FALSE,FALSE,0.68,2020,2030,0,780
TRNROUXXUKRXX,ROUXX,UKRXX,FALSE,FALSE,0.15,2020,2030,0,912
TRNRUSCERUSMV,RUSCE,RUSMV,FALSE,FALSE,0,2030,2030,0,900
TRNRUSCERUSNW,RUSCE,RUSNW,FALSE,FALSE,0,2030,2030,0,863
TRNRUSCERUSSO,RUSCE,RUSSO,FALSE,FALSE,0,2030,2030,0,1006
TRNRUSCEUKRXX,RUSCE,UKRXX,FALSE,TRUE,0,2030,2030,0,916
TRNRUSFERUSSI,RUSFE,RUSSI,FALSE,FALSE,0,2030,2030,0,2230
TRNRUSMVRUSUR,RUSMV,RUSUR,FALSE,FALSE,0,2030,2030,0,900
TRNRUSNWRUSUR,RUSNW,RUSUR,FALSE,FALSE,0,2030,2030,0,1372
TRNRUSSIRUSUR,RUSSI,RUSUR,FALSE,FALSE,0,2030,2030,0,1201
TRNRUSSOUKRXX,RUSSO,UKRXX,FALSE,TRUE,0,2030,2030,0,918
TRNRWAXXTZAXX,RWAXX,TZAXX,FALSE,FALSE,0,2030,2030,0,1094
TRNRWAXXUGAXX,RWAXX,UGAXX,FALSE,FALSE,0,2030,2030,0,748
TRNSAUXXSDNXX,SAUXX,SDNXX,TRUE,FALSE,0,2030,2030,0,1613
TRNSAUXXYEMXX,SAUXX,YEMXX,FALSE,FALSE,0,2030,2030,0,1054
TRNSDNXXTCDXX,SDNXX,TCDXX,FALSE,FALSE,0,2030,2030,0,1436
TRNSOMXXYEMXX,SOMXX,YEMXX,TRUE,FALSE,0,2030,2030,0,1436
TRNSVKXXUKRXX,SVKXX,UKRXX,FALSE,FALSE,0.65,2020,2030,0,1027
TRNSWZXXZAFXX,SWZXX,ZAFXX,FALSE,FALSE,1.176,2020,2030,0,691
TRNSYRXXTURXX,SYRXX,TURXX,FALSE,FALSE,0.3,2020,2030,0,1050
TRNTJKXXUZBXX,TJKXX,UZBXX,FALSE,FALSE,0.85,2020,2030,0,659
TRNTKMXXUZBXX,TKMXX,UZBXX,FALSE,FALSE,0.85,2020,2030,0,1027
TRNTZAXXUGAXX,TZAXX,UGAXX,FALSE,FALSE,0,2030,2030,0,1063
TRNTZAXXZMBXX,TZAXX,ZMBXX,FALSE,FALSE,0,2030,2030,0,1261
TRNUSAMRUSARF,USAMR,USARF,FALSE,FALSE,0,2030,2030,0,833
TRNUSAMRUSASE,USAMR,USASE,FALSE,FALSE,3.35,2020,2030,0,1661
TRNUSAMRUSAWE,USAMR,USAWE,FALSE,FALSE,0.99,2020,2030,0,1671
TRNUSANPUSARF,USANP,USARF,FALSE,FALSE,3.313,2020,2030,0,1094
TRNUSARFUSASE,USARF,USASE,FALSE,FALSE,14.779,2020,2030,0,1430
TRNUSAMRUSASE,USAMR,USASE,FALSE,FALSE,3.35,2020,2030,0,1661
TRNUSAMRUSATE,USAMR,USATE,FALSE,FALSE,0.813,2020,2030,0,1196
TRNUSASEUSATE,USASE,USATE,FALSE,FALSE,0,2030,2030,0,1372
TRNUSAMRUSAWE,USAMR,USAWE,FALSE,FALSE,0.99,2020,2030,0,1671
TRNUSATEUSAWE,USATE,USAWE,FALSE,FALSE,0,2030,2030,0,1473
TRNZAFXXZWEXX,ZAFXX,ZWEXX,FALSE,FALSE,0.015,2020,2030,0,1016
TRNZMBXXZWEXX,ZMBXX,ZWEXX,FALSE,FALSE,1.4,2020,2030,0,758
TRNBRNXXMYSSK,BRNXX,MYSSK,FALSE,FALSE,0,2030,2030,0,860.964
TRNIDNJWIDNNU,IDNJW,IDNNU,FALSE,FALSE,2,2020,2030,0,1009.26
TRNIDNJWIDNSM,IDNJW,IDNSM,FALSE,FALSE,0,2030,2030,0,1208.616
TRNIDNJWIDNKA,IDNJW,IDNKA,TRUE,FALSE,0,2030,2030,0,1333.632
TRNIDNKAIDNSL,IDNKA,IDNSL,TRUE,FALSE,0,2030,2030,0,913.728
TRNIDNMLIDNPP,IDNML,IDNPP,TRUE,FALSE,0,2030,2030,0,1386.624
TRNIDNMLIDNSL,IDNML,IDNSL,TRUE,FALSE,0,2030,2030,0,1145.856
TRNIDNNUIDNSL,IDNNU,IDNSL,TRUE,FALSE,0,2030,2030,0,929.856
TRNKHMXXTHACE,KHMXX,THACE,FALSE,FALSE,0.23,2020,2030,0,819.672
TRNKHMXXVNMSO,KHMXX,VNMSO,FALSE,FALSE,0.2,2020,2030,0,510.3408
TRNLAOXXTHANO,LAOXX,THANO,FALSE,FALSE,5.427,2020,2030,0,754.404
TRNLAOXXVNMNO,LAOXX,VNMNO,FALSE,FALSE,0.538,2020,2030,0,794.808
TRNMMRXXTHANO,MMRXX,THANO,FALSE,FALSE,0,2030,2030,0,746.856
TRNIDNSMMYSPE,IDNSM,MYSPE,TRUE,FALSE,0,2030,2030,0,776.064
TRNMYSPEMYSSK,MYSPE,MYSSK,TRUE,FALSE,0,2030,2030,0,1143.552
TRNMYSPESGPXX,MYSPE,SGPXX,FALSE,FALSE,1,2020,2030,0,659.4576
TRNIDNKAMYSSH,IDNKA,MYSSH,FALSE,FALSE,0,2030,2030,0,904.92
TRNMYSSHPHLLU,MYSSH,PHLLU,TRUE,FALSE,0,2030,2030,0,1213.248
TRNIDNKAMYSSK,IDNKA,MYSSK,FALSE,FALSE,0.23,2020,2030,0,931.116
TRNMYSSHMYSSK,MYSSH,MYSSK,FALSE,FALSE,0,2030,2030,0,937.332
TRNPHLLUPHLVI,PHLLU,PHLVI,TRUE,FALSE,0.4,2020,2030,0,905.088
TRNPHLMIPHLVI,PHLMI,PHLVI,TRUE,FALSE,0,2030,2030,0,819.84
TRNIDNSMSGPXX,IDNSM,SGPXX,TRUE,FALSE,0,2030,2030,0,940.224
TRNTHACETHASO,THACE,THASO,FALSE,FALSE,0,2030,2030,0,913.356
TRNTHACETHANO,THACE,THANO,FALSE,FALSE,0,2030,2030,0,839.652
TRNMYSPETHASO,MYSPE,THASO,FALSE,FALSE,0.38,2020,2030,0,781.044
TRNVNMCEVNMSO,VNMCE,VNMSO,FALSE,FALSE,12,2020,2030,0,846.312
TRNVNMCEVNMNO,VNMCE,VNMNO,FALSE,FALSE,2.2,2020,2030,0,856.524
