country,iso,region_code,node,Population,Centroid_Lat,Centroid_Lon,Pop_Lat,Pop_Lon,Node_Verbose,region_description
United States,USA,WM,USAWM,628808,38.8674,-104.7605,38.8674,-104.7605,USA - NW-WACM,Balancing Authority: Western Area Power Administration - Rocky Mountain Region
United States,USA,PW,USAPW,463328,39.5497,-119.8483,39.5497,-119.8483,USA - NW-PACW,Balancing Authority: PacifiCorp West
United States,USA,AA,USAAA,440270,47.6671,-117.433,47.6671,-117.433,USA - NW-AVA,Balancing Authority: Avista Corporation
United States,USA,IP,USAIP,422665,43.6005,-116.2308,43.6005,-116.2308,USA - NW-IPCO,Balancing Authority: Idaho Power Company
United States,USA,TI,USATI,382994,37.6375,-121.0028,37.6375,-121.0028,USA - CAL-TIDC,Balancing Authority: Turlock Irrigation District
United States,USA,II,USAII,361831,33.7346,-116.2346,33.7346,-116.2346,USA - CAL-IID,Balancing Authority: Imperial Irrigation District
United States,USA,CE,USACE,328827,36.0714,-94.1661,36.0714,-94.1661,USA - CAR-CPLE,Balancing Authority: Duke Energy Progress East
United States,USA,CW,USACW,316694,35.5707,-82.5537,35.5707,-82.5537,USA - CAR-CPLW,Balancing Authority: Duke Energy Progress West
United States,USA,SC,USASC,281180,33.7094,-78.8844,33.7094,-78.8844,USA - CAR-SC,Balancing Authority: South Carolina Public Service Authority
United States,USA,FC,USAFC,258245,27.7931,-82.6652,27.7931,-82.6652,USA - FLA-FPC,"Balancing Authority: Duke Energy Florida, Inc."
United States,USA,TA,USATA,257648,30.4551,-84.2527,30.4551,-84.2527,USA - FLA-TAL,Balancing Authority: City of Tallahassee
United States,USA,HS,USAHS,224362,25.8696,-80.3045,25.8696,-80.3045,USA - FLA-HST,Balancing Authority: City of Homestead
United States,USA,PI,USAPI,219538,47.5436,-122.7121,47.5436,-122.7121,USA - NW-PSEI,"Balancing Authority: Puget Sound Energy, Inc."
United States,USA,TR,USATR,217332,47.2431,-122.4531,47.2431,-122.4531,USA - NW-TPWR,"Balancing Authority: City of Tacoma, Department of Public Utilities, Light Division"
United States,USA,GV,USAGV,213287,29.6804,-82.3459,29.6804,-82.3459,USA - FLA-GVL,Balancing Authority: Gainesville Regional Utilities
United States,USA,BP,USABP,188331,45.6366,-122.5967,45.6366,-122.5967,USA - NW-BPAT,Balancing Authority: Bonneville Power Administration
United States,USA,SM,USASM,179668,28.4798,-82.53,28.4798,-82.53,USA - FLA-SEC,Balancing Authority: Seminole Electric Cooperative
United States,USA,AZ,USAAZ,135933,32.5995,-114.5491,32.5995,-114.5491,USA - SW-AZPS,Balancing Authority: Arizona Public Service Company
United States,USA,WA,USAWA,124973,45.7891,-108.5526,45.7891,-108.5526,USA - NW-WAUW,Balancing Authority: Western Area Power Administration - Upper Great Plains West
United States,USA,NW,USANW,92863,46.8751,-114.0214,46.8751,-114.0214,USA - NW-NWMT,Balancing Authority: NorthWestern Corporation
United States,USA,CH,USACH,71119,47.436,-120.3295,47.436,-120.3295,USA - NW-CHPD,Balancing Authority: Public Utility District No. 1 of Chelan County
United States,USA,WC,USAWC,44944,31.563,-110.3153,31.563,-110.3153,USA - SW-WALC,Balancing Authority: Western Area Power Administration - Desert Southwest Region
United States,USA,SP,USASP,29327,36.0555,-90.5149,36.0555,-90.5149,USA - CENT-SPA,Balancing Authority: Southwestern Power Administration
United States,USA,GC,USAGC,24764,47.1279,-119.2759,47.1279,-119.2759,USA - NW-GCPD,"Balancing Authority: Public Utility District No. 2 of Grant County, Washington"
United States,USA,GD,USAGD,19141,45.8326,-119.2854,45.8326,-119.2854,USA - NW-GRID,"Balancing Authority: Gridforce Energy Management, LLC"
United States,USA,SA,USASA,14210,30.9052,-84.5732,30.9052,-84.5732,USA - SE-SEPA,Balancing Authority: Southeastern Power Administration
United States,USA,YA,USAYA,,35.5191,-80.0986,35.5191,-80.0986,USA - CAR-YAD,"Balancing Authority: Alcoa Power Generating, Inc. - Yadkin Division"
United States,USA,DO,USADO,,48.2411,-119.6111,48.2411,-119.6111,USA - NW-DOPD,Balancing Authority: PUD No. 1 of Douglas County
United States,USA,AN,USAAN,,45.5415,-120.423,45.5415,-120.423,USA - NW-AVRN,"Balancing Authority: Avangrid Renewables, LLC"
United States,USA,DE,USADE,,33.3417,-112.8897,33.3417,-112.8897,USA - SW-DEAA,"Balancing Authority: Arlington Valley, LLC"
United States,USA,GF,USAGF,,35.0533,-114.1334,35.0533,-114.1334,USA - SW-GRIF,"Balancing Authority: Griffith Energy, LLC"
United States,USA,GL,USAGL,,37.13889,-88.75213,37.13889,-88.75213,USA - MW-GLHB,Balancing Authority: GridLiance
United States,USA,GW,USAGW,,48.5078,-112.0908,48.5078,-112.0908,USA - NW-GWA,"Balancing Authority: NaturEner Power Watch, LLC"
United States,USA,HG,USAHG,,33.476,-113.1134,33.476,-113.1134,USA - SW-HGMA,"Balancing Authority: New Harquahala Generating Company, LLC"
United States,USA,WW,USAWW,,48.8361,-112.0908,48.8361,-112.0908,USA - NW-WWA,"Balancing Authority: NaturEner Wind Watch, LLC"
Uzbekistan,UZB,XX,UZBXX,2571668,41.75204379,63.16537477,41.3111,69.2797,Uzbekistan,
Venezuela,VEN,XX,VENXX,2245744,7.127130493,-66.15124644,10.4806,-66.9036,Venezuela ,
Viet Nam,VNM,CE,VNMCE,1000000,15.16043104,107.3954149,15.9333,108.2667,Viet Nam,
Viet Nam,VNM,NO,VNMNO,8246600,21.71658413,105.0669191,21.0283,105.8542,Viet Nam,
Viet Nam,VNM,SO,VNMSO,15136000,10.46765412,106.0879568,10.7756,106.7019,Viet Nam,
Yemen,YEM,XX,YEMXX,2957000,15.93419788,47.53758298,15.3483,44.2064,Yemen,
South Africa,ZAF,XX,ZAFXX,8000000,-28.99669244,25.08613403,-26.2044,28.0456,South Africa,
Zambia,ZMB,XX,ZMBXX,2467563,-13.4567959,27.79137026,-15.4167,28.2833,Zambia,
Zimbabwe,ZWE,XX,ZWEXX,2150000,-19.00057628,29.87071217,-17.8292,31.0522,Zimbabwe,
